author_id,rating,submission_time,review_text,product_id
7478249525,5,2020-05-11,Such a gentle and hydrating toner! The watermelon scent smells delish and feels refreshing. I’m very dry so I apply this after I cleanse with the Josie Maran pineapple enzyme cleanser. It’s helped keep my pores tight but with a radiant finish to my complexion. The scent is not a fragrance so it will not bother your nose. I use it both morning/night and my face looks soft and feels smooth.,P458219
1442277464,5,2014-09-12,This is a great all purpose oil that can be used on any skin.I have dry fair skin and it was great. I use it at night and put another moisturizer over it. You can use it alone if that’s too much.My boyfriend has oily skin and I put it on him. It makes his skin look so young and fresh.I love patting it around my eyes.,P376726
1634784560,5,2021-01-13,"This sunscreen was such a pleasant surprise! I loved the almost serum-like texture of the product and it blended seamlessly on my face and neck. This sunscreen isn’t white or tinted which for me is perfect for days I’ll be inside. No white cast either which is always a win! The price tag of this product is steep, but worth it for how wonderful this sunscreen feels on your skin. I definitely recommend!",P456398
6551518050,5,2018-11-20,"I love this cleanser for my dry skin, my skin feel thoroughly cleaned without feeling stripped, I absolutely love how my skin feels after cleansing with this product!",P411387
29471707169,4,2021-02-11,"Works, definitely worth the money to have a balm cleanser to take make up off, but the neutrogena one is cheaper and same result.",P453816
29680728702,5,2021-02-26,"I received a sample from pinchme and I tried and my skin feel good with this serum , I think i will get the big bottle",P460779
2677830209,5,2021-02-04,"Love this stuff. First step in my double cleanse and if you use it on a damp face like it says, it spreads easily and washes of great! After 3 uses, I snagged another one to make sure I don’t run out!",P478030
6967814292,5,2015-05-30,I love it so much I cant leave the house with out it♥,P42205
2480340923,5,2018-05-15,"I NEVER write reviews but if you also suffer from hyper-pigmentation then chances are you probably spend a majority of your time reading articles/watching videos labeled “how I removed my acne scars in 1 day!!!” A majority of your paycheck is probably also spent on skincare products that promise to give you flawless skin... but never do? Well if what I said above is true, your answer is two words: Good. Genes. Good Genes by Sunday Riley has completely transformed my skin and removed scars I’ve been trying to get rid of for 1+ years in the matter of a few weeks!!!! Love the product so much but make sure not to over use (which can be hard because the results are so shockingly fast and wonderful) but your skin will most likely become more irritated and worsen. Also, my skin is too sensitive for the Luna Oil, after a few tries it broke me out every time. I then gave it to my grandmother who has been using it for the past month and is absolutely head over heels. For about 40 years how she has been religiously using Clinique/Estee skincare only, but just called me to inform me so many people are telling her she looks years younger she’s never going back to another product again!",P402718
9552442290,5,2021-03-13,"I LOVE THIS PRODUCT! I have been struggling with bad hormonal acne these past few months because i recently switched my methods of birth control. I thought I would just have to wait out the bad skin because it is hormonal, but I was wrong. I figured there wouldn’t be anything to lose by trying a new cleanser since my skin was already bad and I am so glad i did. I have super oily skin and it is also very sensitive, so i have a hard time finding a cleanser that actually cleans my skin without stripping it. This one works wonders. I am seeing progress every day in my skin and i get excited to use it morning and night because it somehow makes my skin so soft and feel so nice. I will definitely be sticking with this one for the next few years at least.",P504615
1865074159,5,2019-12-26,Love love love this! Smooths and soothes my irritated skin!,P445951
1535644599,1,2015-10-29,"Purchased after a in store demo. I was very pleased with the texture and the way my skin felt afterward. However, this is not for sensitive or dry skin.It can be harsh. Had to return it. It says it is gentle enough to use every day, this is not true if you have sensitive skin.It is also very soapy.",P426340
11924848417,5,2019-06-24,"First of all, I have never used a toner in my life. In that sense I really do not have anything to compare this product too. I had been eye balling this for awhile but never really thought I needed a toner for my skin. I started using this toner 2 days ago and have already noticed such amazing results. I love the tingle that you first feel on your face, and I love the smoothness you feel after using it. I feel like it really tightens your face without feeling harsh. It makes the perfect foundation to the rest of your nightly routine. Also, the bottle is a great size for the price! I have extremely sensitive skin and have had no issues with this product.",P439061
1490477578,5,2018-04-14,"The Origins Clear Improvement Active Charcoal Mask is great! I really feel like it helps clear out my skin and remove toxins and impurities. Dirt and oil feel like they are being pulled from my pores and I feel immediately detoxified. my skin feels glowing after use. The active charcoal and White China Clay ingredients are incredible. It makes the product feel lux and expensive! I’ve been using this every few days and my skin is looking better and better. I received this product free for testing purposes, but all opinions are my own and I will definitely be repurchasing when I run out !",P297524
10519412707,5,2019-03-22,Great color corrector.,P411540
1792614703,5,2010-07-15,Great product! Everyone in our family uses it and loves the results.,P4016
1915380510,5,2017-02-01,Love this product so much I bought all the rest of the face cleanser and cream !,P278317
22499438201,5,2019-10-13,Love this product. It works well. Great at cleansing and getting make up off. Great for a double cleanse.,P126301
24833059514,4,2020-09-21,I have sensitive skin and i did not break out my face was glowing instantly!!!!!!!,P297524
7537353210,5,2022-11-03,Excellent eye cream! Was very excited when I got to try this product for free with top box!,P479734
23948751880,5,2020-03-12,"I found the moisturizer to work best for me as a night moisturizer. It tended to cause more oil and shine during the day, but it was perfect at night. My sensitive skin reacted really well to it- it will stay in my routine!",P456207
22162170631,5,2019-01-05,"I waited a couple weeks to try this product before I finally wrote a review. I have dry prone skin and I love me some Vitamin C facial products. I have to say, this product has not disappointed...It’s amazing! I’ll be buying it for life now. I normally get dry, flaky skin around the corners of my nose no matter what product I try...I have had no issues since I started using this serum. On top of that...my skin feels tighter, moisturized, and has a beautiful glow (so much so that I could see myself going minimal makeup no problem now). It’s worth every penny.",P439058
12347817341,3,2023-01-28,"I have been in the market for a new moisturizer to help my dry skin in the winter time as my regular moister was not doing the job. I found that this mini the perfect way to test out a product without committing. The pros: it is extremely light weight and leaves the skin with a nice glow for the no makeup days. I woke up with hydrating skin when I used it over night even and overall my skin never felt dry while I used it. I also liked the fact that the full size has a refill option. The cons: the smell, I actually really liked the smell and I am not a person who is against fragrance in general but I just found that anytime it got on my lips is was generally unpleasant. Overall it was good but it was not the right choice for me and I will not be repurchasing",P479327
24226213457,4,2020-04-20,Works as advertised. It actually reduces my dark spots and blemishes over each use. I will continue to use this in the future,P434548
6500703062,4,2015-09-18,"terrible smell, but really works. I can see my porea smaller and the skin smoother, feels soft. Use a toner before it, otherwise it stings a little bit. I apply one pump every night and it lasts me 6 weeks. I will purchase again during the VIB discount.",P309308
29924801351,3,2021-01-14,"I didn’t expect to like this product because of the stick application, but I was wrong. I always carry it with me for a reapply on the go",P429242
12667764743,5,2018-08-15,"I cannot say enough good things about this cream and this brand. It’s unscentsd which I love. Anything scented makes me think of all the chemicals I’m putting on my skin. This moisturizer is very light, not heavy OR greasy. But it also is excellent at hydrating the skin. It works well under makeup and also before bed.",P422000
2254500235,5,2018-12-12,Magic! Pure magic! Hands down the only product that helps with my acne. I’d sell my soul to the devil for this baby! Christmas MIRACLE!,P392246
2021424352,5,2021-01-12,"Incredibly soft and soothing. I’ve noticed a difference with redness after 1.5 weeks. Light, but nice watermelon fragrance. Not overpowering nor long lasting for scent. A little of the serum goes a long way. Zero irritation, zero clogging of pores. I plan on buying this product in full size (I received sample).",P466123
1691105158,5,2012-01-25,"I LOVE THIS. If you are going to buy brand name anything for your face, let this be it. It is a bit of an investment, but the jar gives you a nice amount and you really don’t have to use much. I noticed within a week of using it that my circles were less noticeable. It’s so hydrating and gentle. I would recommend this to all my friends and family.",P174502
1878312437,4,2021-05-26,"I’m personally the type that likes a bit of grit in my scrubs. this scrub is not that. rather it’s very gentle and that can be a great thing, especially if you like to use a mechanical exfoliant multiple times a week. does a fine job of getting off the dead skin and leaving me a smooth canvas to work with, so it’s great as prep before any kind of heavier foundation that might cling to dry patches.",P455676
40415981515,5,2022-09-25,"I’ve been using this product for about 3 weeks and I’ve noticed my skin softer, hydrated and brighter. I use it morning and night before moisturizer. I recommend this product.",P427419
5058993179,1,2019-06-10,Followed the instructions; Woke up to zero difference. Save your money and buy medical grade skin care.,P461555
5379727408,5,2021-01-25,"The Sunday Riley Ice Ceramide Moisturizing Cream is very moisturizing and hydrates without it being too heavy on the skin. It absorbs quickly and it’s not oily. I love the scent although it’s fragrance-free. The scent reminds me of Jergens Cherry Almond and it also reminded me of my latemom. It brought me back to memories of her skincare routine and her favorite moisturizer. (using this made me buy Jergens again lol).Going back to the moisturizer it’s infused with Ceramides that help the skin’s natural moisture barrier. Plus it has vitamin F that helps strengthen the skin and coconut that helps with retaining skin moisture. Anyone with normal to dry skin will enjoy it! (I have oily combo, but tend to get dry during winter) this helps a lot.",P448937
22645326570,4,2021-02-19,"Sunday Riley Good Genes really helped improved the appearance and feel of my skin. I prefer to use it before bed after I’ve cleansed my face and before I apply moisturizer. If I apply it during the day, then I wash it off after 10-15 minutes before heading out of the home. I liked how well it plumped up my skin and gave me a glow. I received this product as a gifted by Sunday Riley.",P309308
1082480842,2,2020-01-15,"Disappointed in the performance of this lip mask. The experience is lovely - the little spatula, the texture, the mild peachy scent. It even feels nice upon application, lush and jelly-like. None of that makes up for the fact that when it wears off my lips feel extra dry and chapped.",P453225
23020097119,5,2020-08-10,"Works great as a sleep/overnight mask as it does soak into the skin and doesn’t feel super heavy or anything. Does a really great job of brightening and hydrating the skin without clogging pores or being thick/greasy. It is pretty spendy but if you’re willing to splurge, I love it! ❤️",P480630
5898461579,5,2019-08-27,"I love their acne patch. I know it’s more expansive than the Korean famous acne patch. But please try this one it’s so worth the price! I bought 20 or more packages in the past.Because I used to go to Sephora to only buy this acne patch even thought there are many acne patch out there, which didn’t work as much as this patch because lack of stickiness and doesn’t calm pimples. Also please use it on a dry skin because it absorb the bacteria more and stays on it without slipping off. And I only used this when I squeeze a white head or cystic acne popped out. I don’t use it for red pimple. I prefer to put a spot treatment for a red pimple or get cortisone shot from a dermatologist.I Really hope Sephora brings the 40 patch version (less expensive per patch), rather than 20 patch in one package. Because 40 patch version only available at online.",P421275
8487123228,5,2022-07-19,•consistency reminds me kind of like a makeup primer?  (which I like)•rubs in completely clear & doesn’t leave any shine•there’s a scent but not overpowering •i’d recommend a moisturizer before this sunscreen,P470255
2321762195,5,2015-06-27,"the best balm to apply before going to sleep along with your skincare routine, feels so soft and the rose scent is amazing. xoxoxoxo",P164932
6264589984,3,2023-02-19,It is a lightweight serum with a somewhat of a tacky finish. It is hydrating and I didn’t feel any irritation on my sensitive skin but took me off guard when I could definitely smell a combination of melon and cucumbers from this product.  I received this product complimentary from Glow Recipe.,P470529
6674990600,5,2015-06-13,"I am so glad I needed to add $16 more in order to become vib rouge because I have found my holy grail product. My skin is extremely dry all year round and this oil moisturizes my face like no other. I also have sensitive skin, but have been using this for three months now and no break outs!",P218700
6766777796,5,2015-11-27,"I have been notorious in the past for not taking care of my skin, and because of my sensitive and dry nature, I’ve always steered clear of exfoliation all together. This product has made me a believer! I use it at least once a week and my skin feels new- I’ve turned my mom onto it as well. Love!",P377561
2395994845,4,2011-11-11,"I am on my second bottle and I like it. It works slowly, am I am impatient, so I almost let it go. However I think the price encouraged me to use it all. Now I can really see the spots diminish, and I had a lot of them.",P94421
2554243413,2,2017-10-15,"I really wanted this to work for me but unfortunately, while it feels great at first, it makes my lips peel horribly in the morning! Generally, my lips peel all the time but this didn’t help me personally and instead made it worse.",P420652
11061502355,5,2019-03-06,I love this cleanser!! I love Clinique products and this is one of my favorites. I have somewhat sensitive skin and it feels soothing. I have dry skin around my nose bc I live somewhere very cold and it doesn’t agitate it. It also works well when u forget to take off ur makeup. I always forget and this cleanser takes my makeup right off! This is the only cleanser who has not dried out my skin or caused it to be extremely irritated. Highly recommend!,P139000
6008979639,5,2014-12-10,"I used to use Proactive, until I discovered origins. Origins products are all natural, and super gentle to the face. I use this mosturizer with the GinZing Refreshing Scrub, the United State Balancing Tonic and their GinZing Refreshing Eye Cream right when I get out of bed in the morning. It is the best way to wake up. It leaves your skin super refreshed and awake! And they all smell incredible! I used to have problem skin, even while on proactive, but now my skin is spot free and it literally glows. I’ll never go back to any other facial products!",P378852
7736441775,5,2019-06-05,"Before I made this purchase, I’ve watch countless of video on ways to use products from The Ordinary. People would glob this on so thick, and I think it’s so important to understand A LITTLE GOES A LONG WAY. I wanted wait until the 1 month mark to leave my final review, but I am writing this 2nd week in, twice a week with noticeably improvement. My skin texture has never looked this good, stubborn forehead bumps has visibly reduced.",P442563
950581687,5,2018-09-06,The best nighttime oil on the market!!,P393718
12819849172,5,2021-05-02,"Love this! Does a great job exfoliating and leaves my skin super soft. You feel it for the first minute, slight tingle, nothing crazy, then it feels like nothing.",P415777
6651848711,1,2017-03-11,"At the suggestion of an employee, I purchased this for my super dry, flaking skin. It helped with the flaking, but at the same time it sat on my skin making it seem oily. I continued to use it, thinking my skin was chaging now that I was in my 30’s, sinve the flakes had improbed. Over time I realized it didn’t seem to actually penetrate the surface, leaving my face looking dehydrated while also shiney. I used this product for 2 years, but I switched when I realised I was looking 10  years older - wrinkles and crapeiness everywhere. Within a week of switching to something else, my face is looking my age (but I looked quite a bit younger than my age before I started this product). Wish I had never bought this.",P381030
2445545214,5,2018-07-22,"I live in an area where it is always so dry, so recently I’ve been using this product at night and it’s saved my lips. It smells like bubblegum, and a tiny amount goes a long way!I received this product complimentary from Influenster",P420652
25225181175,5,2020-04-26,"Best Toner and it is super affordable for the amount of product you get for. It has a little burning feel at first but my skin got used to it eventually, I just do not use around my nose and eyes area as I am sensitive in those parts of my face",P427406
11834932983,5,2018-12-13,"Powerful and soothing at the same time this Vino Pure natural salicylic acid pore minimizing serum  is safe for my sensitive skin and is recommended for combination to oily skin, as well as those with hormonal breakouts. This #AllureBestofBeauty award winner is a pore-diminishing serum powered by 100 percent natural salicylic acid meant to address blackheads, pores, breakouts, blemishes and excess oil. The formula having one of the highest concentrations of natural salicylic acid, is an ultra-light yet potent gel serum. Which is also 100 percent fragrance-free, with a scent that comes from natural essential oils. So if you’re bothered by scents at all, no worries here. The salicylic acid clarified and flushed my pores while the antioxidant grape seed polyphenols protected my skin and prevented the oil inside my pores from oxidizing, (or turning black) thus preventing blackheads. I was pleased to see one of my favorite ingredients on the ingredient list: rosewater! It truly enhanced my glow and hydrated my skin. I applied it all over my face in the morning after my shower and at night; though it may also be used as a spot treatment for problem areas. The essential oils provide antiseptic benefits to calm my skin and keep it clear, smooth and soft. Overall i enjoyed this serum and i look forward to purchasing more Caudalie products in the future. #vinopuresolution #contest #complimentary @mycaudalie @caudalie @InfluensterI received this product complementary from influencer for testing purposes",P474938
7268544450,1,2018-08-20,"I don’t typically leave reviews, but I bought this really excited because of the good rating, and it did not work at all. Don’t recommend!",P428250
2745684377,5,2022-10-06,Love! Have repurchased many times and will continue to do so. Helped me repair my skin barrier after using too many actives at once. Great quality product and great bang for buck!,P427417
22569759963,4,2023-03-19,I really like this. Makes my skin texture better and plumps and hydrated. Only thing is i don’t know if I can justify the price as this is only one part of my lineup / routine,P474953
1585797272,5,2013-01-04,Granddaughters love it!!,P297524
2349355392,5,2022-01-17,"Almost as good as the sleeping mask, but easier to use on the go! Smells great and goes on super smooth!",P443563
40277778355,4,2022-09-02,I’ve tried alot of moisturizers before but I would end up coming back to this one. My skin is very dry and stubborn so finding a good moisturizer is pretty hard for me. I usually put this on before I sleep and my face the next morning feels pretty nice and soft. I only reapply when I know I’m going to wear makeup or if my face is on the drier side that day. I honestly recommend this product for people with dry skin cuz it is on the richer side of a moisturizer. The only things cons are that it’s pretty expensive imo and the smell (it’s doesn’t have any fragrances btw but the smell does take some getting use to).,P381030
5852217134,4,2021-08-19,"I received this complimentary from Influenster. I really like this product. My skin is a little oily so I tend to shy away from face oils, but this really sinks in and moisturizes well. I know others have complained it’s too fragranced, but I really like the scent.",P474953
6839071421,5,2021-02-01,"Love this product. I also use the camellia cleanser from Tatcha. I’ve tried out quite a few items from Tatcha, and they’ve all been great. You really can’t go wrong. What I like about this cleanser is the exfoliation comes from natural bits of fruit. I don’t have to double cleanse when I use this product and it’s gentle enough I can use everyday. I will say that I don’t love the design of the bottle. It’s hard to get the last bits of product out, but I understand why it was designed this way. The bits of fruit would probably get stuck if it was a pump etc.",P504615
1538235212,5,2023-02-14,"This is the first product I’ve ever tried from Glow Recipe and I’ve been converted. Wow! Such cute packaging! My skin was plump after the first use and super Dewey when I woke up. Highly recommend, bonus.. it smells amazing! Complimentary from Glow Recipe",P500472
2221521056,5,2019-04-04,I absolutely love how glowy and gorgeous this balm makes me feel! I usually steer clear of glosses because I don’t like their heaviness but this is the perfect light and hydrating gloss - so glad I tried something new!,P443563
22716502682,5,2020-05-27,I love this I cream it lasted all night when I woke up I felt like my eyes were literally so hydrated it felt so nice. I got a really little sample and I am so excited to Go out and buy the original size. I recommend getting this because it will help with dark circles dullness of the skin and dehydration!,P422905
5784953349,4,2018-12-13,"I received a sample and used this for about 2 weeks. TEXTURE: very lightweight, quickly absorbed, the gel consistency is great for summer seasons and comfortable to wear. INGREDIENTS: long list including fruit/plant oils/extracts, salicylic acid, caffeine. Very refreshing and good for daytime use.",P378852
10774363756,5,2022-08-18,"I love this stuff! I received a free sample a while back and I liked it so much it’s my go-to now. I use it three times a week and I’ve had no issues with irritation. It has almost completely cleared up my acne (I rarely get anything more than hormonal break outs during my period now) and it leaves my skin so soft, smooth, and bright. Really good for removing dead skin and grime. I wish I could use it every day!",P466142
5831722593,1,2021-05-10,Not a fan...it was unable to get off my non-waterproof mascara.,P450271
7310851539,4,2020-09-12,I just bought this from south coast plazas sephora and I decided to apply it to my skin but its pilling a small bit in the dry areas of my face aka the sideburn area which I’m not loving that and tried my best to wipe it off because I don’t want to see gel pieces on my face. They mostly came off when I gently wiped it with my finger but it still bothers me that I cant rub in the sunscreen for fear of it pilling in the dry areas. I do think that its not clogging and didn’t cause any irritation and it does make my skin soft. So if you don’t mind having to deal with minor pilling in the dry areas of your face then going for this product is fine. The smell is nice and light and Im curious to see how this will perform under makeup because I bought this for more protection under my dior makeup but if the pilling shows up once I put the makeup on I will be returning this. Just  make sure to put the product in ur hands and then pat it on to your face light until it absorbs to hopefully cancel out any pilling.,P470255
21398707806,5,2020-01-29,"I love this serum stick! It’s a smooth application that glides on easily. It doesn’t feel sticky, very lightweight.",P454018
8451578495,5,2019-08-02,This eye cream is awesome. It is not heavy or oily. I could feel the smoothness right after applying and after a couple minutes I got this refreshing feeling where I applied it. It is for sure one of the best eye cream I have tried so far. Adding it to my must have beauty products. * I received this product free of charge for testing purposes.,P447780
1309091621,5,2017-09-04,"I love cleansers that also exfoliate and this is a great one! The granules aren’t too big or sharp and it definitely helps wake me up in the morning. The scent is also fantastic. I wouldn’t use it to remove makeup though as it’s not to be used around the eye area, so this is really an AM only cleanser.I received this product as a free sample from Influenster and it’s growing on me. I like that it combines two steps into one product (cleansing and exfoliating).",P386197
6133522455,4,2017-04-07,I enjoyed this product. It smells great and worked exactly as I expected.,P416816
36226198452,5,2022-08-29,"Complimentary from Dermalogica Samplingl. I have sensitive skin and this stuff does not irritate my skin. Compared to other brands I’ve used, this one truly does what it claims to do!! I actually really love the smell, its a very clean scent. The texture is amazing! I count to 60 seconds while gently scrubbing in circular motions and it produces a lovely lather. When I rinse my face, my skin feels textureless, like glass! When I dry my face my skin is glowing, literally. I’ll definitely be purchasing the full size as soon as I run out of this one.",P423688
238768735,5,2020-04-15,"I have been using these peel pads for years now and I won’t stop because I always get complimented on my skin. While my serums and moisturizes get switched up, Dr.Gross Peel treatments are a constant.",P377533
6645471349,5,2019-01-29,"I absolutely love this stuff. My skin had been all over the place, back and forth between dry and oily and constantly breaking out. I saw this on Cosmo about two years ago and decided to give it a try, within two weeks it completely cleared my skin up! I have super sensitive skin and this doesn’t cause any burning, it actually feels great on my skin. The only thing I have noticed is that you should only use this when you actually have a breakout, when I use it still after my skin has cleared I’ve broken out before. Now I only use it when I feel a breakout coming on and it clears it up by the next morning. I highly recommend giving this stuff a try!",P410400
1022273735,5,2008-09-11,"I don’t think I’ve ever used a better lip balm than Rosebud. Honestly, it’s absolutely perfect. It cures chapped lips, prevents them, and gives the just the right amount of sheen to your lips.",P42204
10024305524,5,2018-04-29,"Wow! This product is amazing. I really had not used any products from this brand before, so I really didnt know what to expect. My face feels SO smooth after using this. I had two large zits on my face prior to use, the next day they were completely gone. Great product. Thanks Sephora Play!",P415777
5582943824,5,2018-07-01,"The packaging should come with a small spoon. Don’t use your bare hands, it would get dirty.  Other than that, Holy Grail for Sensitive/Dry skin!  Amazing for removing makeup without drying/damaging your skin.  Worth the High Maintenance packaging.",P126301
6071896075,5,2019-03-27,"I love this lip balm. When the weather changes, so do my lips. I like how this balm hydrates without giving me the chicken grease feel or look.",P12573
1402080657,5,2021-05-22,So this has a small scent that isn’t unpleasant once it is dry I don’t smell it. It says it helps with wrinkles and age spots. I haven’t noticed changes in that way. However it also says it will make your skin more radiant and it certainly does that!,P426183
10091835842,5,2020-05-08,I was pleasantly surprised with this. I read a few reviews that made be a little skeptical but wanted to give it a try anyways and I’m so glad I did. My skin has been looking much clearer and brighter since I started using this and I do notice a difference. Good price for a good product. Worth the try!,P443833
2794073769,5,2016-01-13,Great quality for the priceI use these several times a dayThere’s no perfume feel or smell you get with some,P230538
